,state_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
299,32,154,299,2007,#N/A,2008,2013,0,5,2,5,14,5,0.41050678,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
300,2,144,300,2007,#N/A,2010,2010,3,3,4,5,6,1,0.12686544,2,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
301,23,111,301,2008,#N/A,2009,2010,0,2,0,3,8,4,0.073907687,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1
302,2,135,302,2006,2012,2007,2008,1,1,4,5,13,3,0.054842983,2,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1
303,2,144,303,2009,#N/A,2009,2011,0,1,3,3,14,3,0.042620348,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
304,2,72,304,2002,#N/A,2007,2007,5,5,3,4,3,1,0.529343877,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1
305,23,111,305,2009,#N/A,2011,2011,1,1,1,1,5,2,0.020950062,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1
306,2,120,306,2010,#N/A,2011,2012,1,2,3,3,11,2,0.275146969,2,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
307,2,151,307,2004,2013,2009,2012,5,8,3,4,4,3,1,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,1,0
308,12,173,308,2002,#N/A,2005,2006,3,4,0,7,1,2,0.249727278,2,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,1
309,22,65,309,2008,2011,2010,2010,1,2,0,0,2,2,0.050341177,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
310,31,96,310,2005,#N/A,2007,2008,2,3,4,7,4,2,0.158640053,3,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
311,2,146,311,2000,#N/A,2006,2006,6,6,4,4,3,1,0.529343877,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
312,2,151,312,2002,#N/A,2005,2010,3,8,4,4,7,4,0.535804715,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1
313,23,111,313,2005,#N/A,2005,2006,0,0,2,8,15,2,0.073907751,4,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,1
314,2,105,314,2007,#N/A,2012,2012,5,5,4,6,7,1,0.105682364,2,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
315,2,28,315,2007,#N/A,2007,2009,0,2,3,5,9,3,0.053042421,3,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
316,12,92,316,2006,#N/A,2007,2008,1,2,2,5,10,2,0.177704821,3,0,0,1,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
317,2,152,317,2004,2008,2006,2008,2,4,2,4,5,2,0.103564057,3,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
318,32,15,318,2001,2012,2005,2005,4,4,5,5,3,1,0.105682364,1,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0
319,23,183,319,2001,#N/A,2005,2005,4,4,3,4,2,1,0.232780818,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1
320,2,144,320,2007,#N/A,2010,2011,3,4,3,4,7,2,0.042133137,2,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,1
321,23,111,321,2006,2009,2006,2008,0,1,0,0,2,2,0.228544203,1,0,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
322,2,105,322,2004,#N/A,2006,2006,2,2,4,9,5,1,0.162029345,3,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,1
323,2,89,323,2009,2012,2009,2010,0,1,1,1,1,2,0.070730289,1,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0
324,2,62,324,2003,2013,2007,2010,3,7,2,7,3,4,0.592893104,2,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,1,0
325,29,11,325,2010,#N/A,2011,2011,1,1,2,2,5,1,0.052724675,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1
326,9,40,326,2004,#N/A,2004,2005,0,1,2,9,16,2,0.169231591,4,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1
327,23,111,327,2007,#N/A,2008,2009,0,1,0,4,6,2,0.011205847,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1
328,2,144,328,2006,#N/A,2006,2007,0,1,1,5,4,2,0.065434521,4,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1
329,23,111,329,2009,#N/A,2010,2011,1,2,2,4,8,2,0.025186677,2,0,1,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,1
330,23,111,330,2007,2008,2007,2007,0,0,0,0,2,1,0.105682364,1,0,1,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
331,2,144,331,2004,#N/A,2005,2012,0,7,2,2,6,6,0.785214247,1,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,1,1
332,2,143,332,2008,2012,2007,2008,0,0,3,4,5,2,0.105682364,0,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
333,23,111,333,2011,#N/A,2011,2012,0,1,0,2,3,4,0.088735904,3,0,1,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1
334,32,154,334,2005,2011,2008,2008,3,3,1,7,3,1,0.086617596,3,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
335,2,90,335,2011,2012,2011,2011,0,0,0,1,3,1,0.042133137,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,3,27,336,2001,#N/A,2006,2006,5,5,5,5,3,1,0.137456978,1,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
337,2,57,337,2005,2011,2006,2006,1,1,3,4,0,1,0.084499289,0,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
338,2,105,338,2010,2013,2010,2011,0,1,1,1,3,5,0.003685855,1,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0
339,25,127,339,2009,#N/A,2011,2011,2,2,3,4,5,1,0.027304984,2,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
340,12,22,340,2008,#N/A,2010,2010,2,2,0,2,4,1,0.052724675,3,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1
341,29,11,341,2005,#N/A,2005,2007,0,2,1,4,11,2,0.194651282,2,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
342,2,19,342,2010,2013,2009,2010,1,0,3,4,0,4,0.009001812,0,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
343,3,64,343,2001,#N/A,2007,2007,6,6,1,1,2,1,0.211597742,1,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
344,32,154,344,2010,2011,2010,2010,0,0,0,0,3,1,2.11831E-05,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
345,13,42,345,2006,2012,2010,2010,4,4,3,4,3,2,0.047587017,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
346,23,111,346,2011,#N/A,2011,2011,0,0,0,2,4,2,0.02058995,2,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,1
347,2,89,347,2007,#N/A,2009,2010,1,2,2,3,15,2,0.868273087,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
348,29,2,348,2003,2010,2006,2008,3,5,3,4,0,3,0.192532974,0,0,0,0,1,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
349,2,106,349,2004,2013,2007,2012,2,7,2,6,6,3,0.539937533,3,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0
350,2,144,350,2010,#N/A,2010,2010,0,0,1,1,3,1,0.008240216,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
351,2,144,351,2007,#N/A,2007,2007,0,0,0,3,4,1,0.010358524,2,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,1
352,9,73,352,2007,#N/A,2008,2010,1,3,2,2,6,2,0.099327442,1,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
353,12,30,353,2006,2008,2008,2008,2,2,0,0,1,1,0.635259255,1,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1
354,12,84,354,2003,#N/A,2005,2012,2,9,7,7,13,5,0.825906935,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1
355,12,173,355,2000,#N/A,2000,2001,0,1,3,4,7,3,0.889456162,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,1
356,2,72,356,2001,#N/A,2005,2010,4,9,4,9,5,3,0.518975608,2,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1
357,2,120,357,2000,2011,2005,2005,5,5,3,4,0,1,0.052724675,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
358,23,111,358,2001,#N/A,2006,2006,5,5,3,4,6,1,0.31751312,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1
359,2,144,359,2006,2013,2007,2010,1,4,1,5,5,2,0.018619902,2,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0
360,2,57,360,2001,#N/A,2005,2005,4,4,3,3,6,1,0.338696196,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1
361,2,144,361,2005,#N/A,2007,2007,2,2,2,8,5,1,0.148048516,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
362,23,111,362,2010,2013,2011,2011,0,0,3,4,3,2,0.001885294,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
363,23,111,363,2007,#N/A,2009,2009,1,1,1,4,13,1,0.0315416,3,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
364,2,144,364,2009,2012,2009,2009,0,0,3,4,3,1,0.000296563,0,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
365,2,147,365,2005,2011,2006,2008,1,3,3,3,10,2,0.256082201,1,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
366,2,144,366,2001,#N/A,2005,2006,4,5,5,5,9,2,0.423428499,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1
367,2,144,367,2008,#N/A,2008,2010,0,2,4,4,7,2,0.133220363,1,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
368,23,111,368,2010,2013,2012,2012,2,2,1,3,8,1,0.004003601,3,0,1,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
369,24,41,369,2011,2013,2011,2011,0,0,0,0,2,1,0.000190648,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
370,12,116,370,2003,#N/A,2003,2006,0,3,6,9,13,2,0.245490663,3,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,1
371,2,105,371,2006,#N/A,2006,2006,0,0,0,5,6,1,0.193592128,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
372,24,41,372,2009,2013,2009,2009,0,0,0,0,2,1,0.025186677,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0
373,2,89,373,2010,2012,2011,2011,1,1,1,1,4,1,0.035778215,2,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0
374,2,28,374,2007,2011,2007,2009,0,2,0,4,9,3,0.029741038,4,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
375,2,144,375,2005,#N/A,2006,2008,1,3,5,7,16,2,0.088735904,2,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
376,12,22,376,2007,#N/A,2007,2008,0,1,4,6,7,2,0.010358524,2,0,0,1,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1
377,29,137,377,2002,#N/A,2007,2007,5,5,3,4,1,1,0.455203112,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1
378,30,85,378,2006,#N/A,2006,2008,0,1,2,4,4,2,0.211597742,2,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
379,2,89,379,2004,2011,2005,2006,1,2,4,4,7,2,0.201006205,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
380,21,4,380,2007,2012,2009,2012,2,5,3,4,4,2,0.293682182,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0
381,2,120,381,2005,#N/A,2005,2010,0,5,1,1,10,3,0.418000759,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1
382,12,22,382,2008,#N/A,2010,2012,2,4,2,2,5,5,0.024720649,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1
383,2,120,383,2005,#N/A,2005,2007,0,2,2,3,5,3,0.529343877,2,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
384,26,18,384,2004,#N/A,2005,2007,1,3,3,4,1,3,0.511338262,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1
385,2,151,385,2004,#N/A,2005,2007,1,3,4,9,11,2,0.762357709,3,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,1,1
386,17,139,386,2006,2010,2008,2008,1,1,3,4,1,1,0.004109517,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
387,2,120,387,2007,2012,2006,2006,1,1,0,0,1,1,0.042133137,1,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,23,112,388,2010,2012,2010,2010,0,0,1,2,15,1,0.084499289,2,0,1,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0
389,23,111,389,2009,2011,2010,2010,0,0,0,2,2,1,0.010358524,2,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
390,29,11,390,2006,2010,2007,2007,0,0,1,3,9,1,0.084499289,2,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
391,23,26,391,2010,2012,2010,2012,0,2,2,2,8,2,0.191050159,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0
392,2,89,392,2011,2012,2012,2012,0,0,0,0,2,1,0.000190648,1,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
393,12,29,393,2004,#N/A,2007,2010,3,6,4,6,3,3,0.311158198,2,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
394,2,120,394,2007,#N/A,2006,2007,0,0,0,1,4,3,0.008875709,2,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
395,2,147,395,2011,#N/A,2012,2012,1,1,0,0,5,2,0.021267808,1,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
396,2,98,396,2009,2013,2009,2009,0,0,0,0,2,1,0.025186677,1,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
397,26,110,397,2005,#N/A,2007,2008,1,3,3,7,16,2,0.361997579,4,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
398,2,89,398,2006,2012,2006,2006,0,0,3,4,3,1,0.018831754,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
399,23,111,399,2002,#N/A,2002,2009,0,7,8,9,5,2,0.319631428,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
400,2,135,400,2006,#N/A,2008,2011,1,4,3,6,15,4,0.313276505,3,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1
401,29,172,401,2007,2011,2008,2008,0,0,3,4,1,1,0.000402478,0,0,0,0,1,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
402,2,151,402,2000,2007,2006,2006,6,6,6,6,10,1,0.470031265,1,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0
403,3,24,403,2007,#N/A,2007,2007,0,0,0,2,6,2,0.008557963,2,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
404,23,111,404,2007,#N/A,2007,2010,0,3,3,4,16,4,0.573061106,4,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,1
405,2,34,405,2003,#N/A,2006,2006,3,3,5,5,6,1,0.065434521,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,1
406,2,98,406,2005,2010,2007,2008,2,3,3,7,13,2,0.698808482,4,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0
407,2,98,407,2005,#N/A,2005,2008,0,3,5,8,17,5,0.599248026,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1
408,9,40,408,2009,#N/A,2010,2011,1,2,2,2,5,3,0.032071176,2,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1
409,23,112,409,2011,#N/A,2012,2012,0,0,0,1,9,1,0.025186677,3,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,1
410,2,105,410,2005,#N/A,2005,2009,0,4,3,7,6,3,0.262437124,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
411,26,176,411,2006,2012,2010,2010,4,4,3,4,1,1,0.001885294,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
412,2,144,412,2003,#N/A,2005,2010,2,7,7,7,4,3,0.232780818,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
413,28,108,413,2010,#N/A,2011,2012,1,2,1,1,3,2,0.014065562,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
414,2,162,414,2005,#N/A,2005,2007,0,2,3,4,5,2,0.275146969,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
415,23,111,415,2010,#N/A,2010,2010,0,0,1,2,5,1,0.073907751,2,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
416,12,14,416,2001,2010,2005,2005,4,4,0,0,2,1,0.253963894,1,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0
417,28,108,417,2007,#N/A,2007,2013,0,6,3,3,2,3,0.323580271,1,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
418,2,144,418,2008,#N/A,2008,2008,0,0,1,3,5,1,0.067552828,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
419,32,132,419,2011,2012,2011,2011,0,0,0,0,1,1,0.000402478,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
420,12,25,420,2001,2010,2006,2006,5,5,3,4,2,1,0.0205264,0,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,2,162,421,2004,2010,2007,2007,3,3,3,4,0,1,0.423428499,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0
422,32,154,422,2004,2011,2004,2004,0,0,3,4,4,1,0.0315416,0,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
423,2,152,423,2004,#N/A,2008,2009,4,5,6,6,0,2,0.169231591,1,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
424,2,147,424,2005,#N/A,2006,2010,0,4,3,4,13,4,0.533580492,3,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1
425,2,151,425,2006,#N/A,2007,2010,1,4,2,5,12,4,0.980543387,4,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,1,1
426,2,147,426,2006,2008,2006,2007,0,1,1,1,1,2,0.158640053,1,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
427,2,120,427,2003,#N/A,2006,2006,3,3,3,7,19,1,0.306921583,3,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1
428,32,15,428,2007,2012,2009,2009,2,2,1,1,1,1,0.614076179,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0
429,2,162,429,2005,#N/A,2005,2008,0,3,5,5,5,3,0.508160801,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,1
430,2,144,430,2007,#N/A,2009,2009,1,2,2,5,4,2,0.020950062,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,1
431,3,91,431,2010,#N/A,2011,2011,1,1,2,2,14,2,0.254175724,2,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
432,12,182,432,2002,#N/A,2005,2005,3,3,1,8,2,1,0.46579465,3,0,0,1,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1
433,2,31,433,2010,#N/A,2011,2011,1,1,0,2,3,1,0.004109517,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1
434,23,111,434,2008,#N/A,2010,2010,1,1,0,3,5,1,0.07920352,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
435,2,120,435,2010,2013,2010,2011,0,0,1,3,11,2,0.868273087,2,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
436,12,25,436,2006,#N/A,2006,2008,0,2,3,5,9,2,0.423428499,2,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
437,2,144,437,2009,#N/A,2010,2013,1,3,1,4,11,2,0.197959655,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
438,7,10,438,2007,#N/A,2009,2011,2,4,4,4,9,2,0.287856815,2,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1
439,2,144,439,2006,2010,2007,2007,1,1,1,4,19,1,0.063316213,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1
440,2,144,440,2005,2012,2006,2011,1,6,3,4,4,5,0.447553395,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0
441,12,30,441,2009,#N/A,2009,2010,0,0,1,2,13,4,0.049441298,3,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1
442,2,147,442,2005,2010,2005,2005,0,0,2,3,7,1,0.084499289,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
443,2,105,443,2003,2008,2006,2008,3,5,1,3,2,2,0.359879272,2,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0
444,23,111,444,2009,#N/A,2010,2010,1,1,1,1,8,1,0.023068369,1,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,1
445,11,84,445,2010,#N/A,2010,2011,0,0,0,0,3,4,0.001031616,1,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
446,2,98,446,2008,#N/A,2008,2008,0,0,2,3,12,1,0.049547214,3,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
447,31,37,447,2006,2010,2007,2007,1,1,1,1,2,1,0.211597742,1,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
448,2,120,448,2011,2013,2011,2012,0,1,0,0,2,2,0.000215834,1,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
